#1_tweetid,#2_tweet,#3_country_label,#2_tweet_clean
TRAIN_13595,متى تنزلون إعانتنا يا بوبيان :'(,Kuwait,متي تنزلون اعانتنا يابوبيان 
TRAIN_13596,ايه الأخبار الحلوهه زيك دي، مبروك يا حبيبي,Egypt,ايه الاخبار الحلوه زيك دي مبروك ياحبيبي
TRAIN_13597,يا سلام يا حماده,Egypt,يا سلام ياحماده
TRAIN_13598,وووقت شين والله,Libya,وقت شين واله
TRAIN_13599,خلاص بقا علشان منفضحش نفسنا,Egypt,خلاص بقا علشان منفضحش نفسنا
TRAIN_13600,"""رجعتلكم بحلقة جديدة من سلسلة \""Let's Photoshop\"" :D .....  URL """,Tunisia,رجعتلكم بحلقه جديده من سلسله 
TRAIN_13601,ماكنت فاهم خبر بس الحين فاهم ومدري ماعرف لعبة سوتها,Algeria,ماكنت فاهم خبر بس الحين فاهم ومدري ماعرف لعبه سوتها
TRAIN_13602,محدش مهم في حياتك غير اللي كل ما تتكلم معاه يخليك تضحك وتبقي مبسوط,Lebanon,محدش مهم في حياتك غير الي كل ما تكلم معاه يخليك تضحك وتبقي مبسوط
TRAIN_13603,كلام ابتر وقصير وبناخدها,Egypt,كلام ابتر وقصير وبناخدها
TRAIN_13604,اممم كل واحد فيه شيء مميز فعليا,Oman,ام كل واحد فيه شيء ميز فعليا
TRAIN_13605,هههه فلوق غير العادة زعما ؟!! enjoy the vlog <3   URL     URL ,Tunisia,ه فلوق غير العاده زعما 
TRAIN_13606, USER  وبعدين احرجتني بكلامك,Egypt, وبعدين احرجتني بكلامك
TRAIN_13607,حبيت افيدك عزيزي,Oman,حبيت افيدك عزيزي
TRAIN_13608,ماكو كلام يوصف الي دمر بي والي بيه.,Iraq,ماكو كلام يوصف الي دمر بي والي بيه
TRAIN_13609,اوو ياه دكاترة زي بعضوسننا من سن بعض,Morocco,او ياه دكاتره زي بعضوسنا من سن بعض
TRAIN_13610,"""هفضل اكررها لحد ما أموت \""يوجد اشخاص حجم موهبتهم ليس ع قدر حظهم \"" اللهم لا اعتراض""",Egypt,هفضل اكرها لحد ما اموت يوجد اشخاص حجم موهبتهم ليس ع قدر حظهم الهم لا اعتراض
TRAIN_13611,شخص دايم ينصحك وتثق برأيه؟. — البيست بتاعى لسه من فتره ناصحنى ف موضوع كان مآثر عليا جدا وحرفيا يديم الناس الحلوه دى ف حياتى^^ URL  …,Lebanon,شخص دايم ينصحك وتثق برايه البيست بتاعي لسه من فتره ناصحني ف موضوع كان ماثر عليا جدا وحرفيا يديم الناس الحلوه دي ف حياتي 
TRAIN_13612,عالأغلب شتانغه هو مجرد شخص معو الجنسية الألمانية فقط لا غير,Syria,عالاغلب شتانغه هو مجرد شخص معو الجنسيه الالمانيه فقط لا غير
TRAIN_13613,شو لمريم كلينك الغنية ؟ URL  …,Syria,شو لمريم كلينك الغنيه 
TRAIN_13614,بشكرك يا الله بينا السماوي...بي ربنا يسوع المسيح وبي الكل على نعمة إنو الزميل الكبير الأستاذ…  URL ,Lebanon,بشكرك يااله بينا السماويبي ربنا يسوع المسيح وبي الكل علي نعمه انو الزميل الكبير الاستاذ 
TRAIN_13615,كل عام وانتي بخير ياللي مابعد حسنج كلام ومابعد وجهج غزل!  USER ,Kuwait,كل عام وانتي بخير يالي مابعد حسنج كلام ومابعد وجهج غزل 
TRAIN_13616,الله يا فرحه عمرى تيجى! USER  URL  …,Lebanon,اله يافرحه عمري تيجي 
TRAIN_13617,مافي شي جديد طبعنا يالرجاجيل كذا,Syria,مافي شي جديد طبعنا يالرجاجيل كذا
TRAIN_13618,ماعاد اجامل حسود ولا اجامل كذوب الوجه بالوجه والشرهه على ما فعل,Qatar,ماعاد اجامل حسود ولا اجامل كذوب الوجه بالوجه والشره علي ما فعل
TRAIN_13619,عماها بل كفاءة,Tunisia,عماها بل كفاءه
TRAIN_13620,طااايب انا مستنياكى اهووو,Egypt,طايب انا مستنياكي اهو
TRAIN_13621,مبقاش عندى طاقة احاول فى اى حاجة,Egypt,مبقاش عندي طاقه احاول في اي حاجه
TRAIN_13622,#برشلونه_باريس الحين بس عرفت !!!!!,Iraq,برشلونه باريس الحين بس عرفت 
TRAIN_13623,لازم ريال يسجل هدف ... #برشلونه_ريال_مدريد,Somalia,لازم ريال يسجل هدف برشلونه ريال مدريد
TRAIN_13624,ليه كده ياعبرازق URL  …,Morocco,ليه كده ياعبرازق 
TRAIN_13625,انا ميدفعش فيا خالص انا ياخدو عليا فلوس,Egypt,انا ميدفعش فيا خالص انا ياخدو عليا فلوس
TRAIN_13626,لكان هو صح راه صغير وفحل,Algeria,لكان هو صح راه صغير وفحل
TRAIN_13627,' هي ماتت المشاعر ولا من كثر التعب تعبت..!? #إضمامة_شعور,Oman, هي مات المشاعر ولا من كثر التعب تعبت اضمامه شعور
TRAIN_13628,فيني ضيقه من قوتها أحس تمشي بعروق قلبي.,Iraq,فيني ضيقه من قوتها احس تمشي بعروق قلبي
TRAIN_13629,فدوووووه فدوووووه فدوووووه اعشقه يا الهييييييي󾌧󾌧󾌧󾌧󾌧󾌧  URL ,Iraq,فدوه فدوه فدوه اعشقه ياالهي 
TRAIN_13630,لا انا نسكن غادي اصلا,Libya,لا انا نسكن غادي اصلا
TRAIN_13631,يسلم داك الفم,Algeria,يسلم داك الفم
TRAIN_13632,#تتزوجين_واحد_يلبس_شورت ع الاقل شورت ارحم من يطلع بالشارع بسروال وفنيله وقمصان النوم ترا هنا شكلك غلطط ويلوع الكبد,Saudi_Arabia,تزوجين واحد يلبس شورت ع الاقل شورت ارحم من يطلع بالشارع بسروال وفنيله وقمصان النوم ترا هنا شكلك غلط ويلوع الكبد
TRAIN_13633,صاحبي راك دير فالفتنة هاذي لاسيكيريتي مالك شكيت بلي جامي قريت على الأمن,Algeria,صاحبي راك دير فالفتنه هاذي لاسيكيريتي مالك شكيت بلي جامي قريت علي الامن
TRAIN_13634,تكفى م ايغاه انا امووت اذا جاني اصلاً بمووت وانا باقي م تعبت كامل,Egypt,تكفي م ايغاه انا اموت اذا جاني اصلا بموت وانا باقي م تعبت كامل
TRAIN_13635,مطبخ بيتكلم انا اول مرة اشوف مطبخ بيتكلم  URL  …,Egypt,مطبخ بيتكلم انا اول مره اشوف مطبخ بيتكلم 
TRAIN_13636,عدو عدوك مانو صديقك ترا,Syria,عدو عدوك مانو صديقك ترا
TRAIN_13637,الاشي اللي فعلاً ما بخلي الواحد يتفائل وبخليكم إنتو تتفائلوا،إنه انريكي مش شخصية المدرب اللي فعلاً تقلب اللاعبين نفسياً,Jordan,الاشي الي فعلا ما بخلي الواحد يتفاءل وبخليكم انتو تفاءلوانه انريكي مش شخصيه المدرب الي فعلا تقلب الاعبين نفسيا
TRAIN_13638,يا عمريي الله يرحمه ويجعل مثوااه الجنه,Saudi_Arabia,يا عمري اله يرحمه ويجعل مثواه الجنه
TRAIN_13639,“حملة يلا نساعد بعض”   URL  ,Lebanon,حمله يلا نساعد بعض 
TRAIN_13640,اشتريلي كتاب يوسف الكمالي,Oman,اشتريلي كتاب يوسف الكمالي
TRAIN_13641,ولأنه يحبّك بتسعده أبسط الأشياء منّك، ولأنه يحبّك بتحزنه أبسط الأشياء بعد.,Saudi_Arabia,ولانه يحبك بتسعده ابسط الاشياء منك ولانه يحبك بتحزنه ابسط الاشياء بعد
TRAIN_13642,والله إبراء للذمة انا سمعت انه موظف واحد يدير حسابه .. اما ان كان هو نفسه خوينا فياسفا بعمر راح,Saudi_Arabia,واله ابراء لذمه انا سمعت انه موظف واحد يدير حسابه اما ان كان هو نفسه خوينا فياسفا بعمر راح
TRAIN_13643,وكم من ضحكة ضحكتها وأنا أقول بقلبي شقال هذا,Morocco,وكم من ضحكه ضحكتها وانا اقول بقلبي شقال هذا
TRAIN_13644,من فيكم في القضاء الليبي أو عنده خبرة قانونية يجيني DM ضرووووي,Libya,من فيكم في القضاء اليبي او عنده خبره قانونيه يجيني ضروي
TRAIN_13645,الي خايفة تقص شعرها !تعالي عندي حبيبتي أعطيج دروس في اللامبالاة,Oman,الي خايفه تقص شعرها تعالي عندي حبيبتي اعطيج دروس في الامبالاه
TRAIN_13646,بوقتها ما كانت غلطة و انت اول واحد كنت مع التفاهم,Lebanon,بوقتها ما كانت غلطه وانت اول واحد كنت مع التفاهم
TRAIN_13647,قمة الامل ان صاحب شركة نوكيا للحين ينزل اجهزة ~ ياخي خلاص استسلم,Saudi_Arabia,قمه الامل ان صاحب شركه نوكيا لحين ينزل اجهزه ياخي خلاص استسلم
TRAIN_13648,صبرك بضع ثوانٍ إضافية وتركك الكباش ڨااع يهبطو من الحافلة أو الطرام.. لتنزل انت بعقلك وبكل أريحية وإحترام يعتبر تصرفاً حضارياً منك ياالزاب.. جربوها,Algeria,صبرك بضع ثوان اضافيه وترك الكباش ڨاع يهبطو من الحافله او الطرام لتنزل انت بعقلك وبكل اريحيه واحترام يعتبر تصرفا حضاريا منك يالزاب جربوها
TRAIN_13649,كان ماشى ٢٠٠ و عمل حدثة,Egypt,كان ماشي  وعمل حدثه
TRAIN_13650,صباح فاينل الززززززززززززززق,Oman,صباح فاينل الزق
TRAIN_13651,والله ياختي كلامك #درر,Saudi_Arabia,واله ياختي كلامك در
TRAIN_13652, USER  قولي ليا انا,Saudi_Arabia, قولي ليا انا
TRAIN_13653,سالفة الشمري وخويه حبشي مع الداهيه ابو هنود  URL ,Tunisia,سالفه الشمري وخويه حبشي مع الداهيه ابو هنود 
TRAIN_13654,واضح انك تعرفي اليسا عالمظبوط حياتي اليسا من زمان كتير تحكي بساسيه حتى في ٢٠٠٦ منعت من دخول سوريا و اليسا أحق من يتكلم بسياسة و انتوا المفروض تخرسوا لانكن مش قد الحكي بسياسة. وأوضح من كلامك ان جرثومة سيطرت على جسمك كله,Djibouti,واضح انك تعرفي اليسا عالمظبوط حياتي اليسا من زمان كتير تحكي بساسيه حتي في  منعت من دخول سوريا واليسا احق من يتكلم بسياسه وانتوا المفروض تخرسوا لانكن مش قد الحكي بسياسه واوضح من كلامك ان جرثومه سيطرت علي جسمك كله
TRAIN_13655,في بعض الأحيان لزم نبعد عن أشخاص البعد عنهم موت بس فرحتنا لن تكتمل اوجعني بل حقيقه ولا تسعدني بكذبه URL ,Egypt,في بعض الاحيان لزم نبعد عن اشخاص البعد عنهم موت بس فرحتنا لن تكتمل اوجعني بل حقيقه ولا تسعدني بكذبه 
TRAIN_13656,السكان الاصليين . والله لا فكروني فالكواميك,Algeria,السكان الاصلين واله لا فكروني فالكواميك
TRAIN_13657,دايماً رافعين راسنا والله..خلاص ي عب جايين تقلو ادبكم هنا صاح؟,Yemen,دايما رافعين راسنا والهخلاص ي عب جاين تقلو ادبكم هنا صاح
TRAIN_13658,انا لو قولت مش قايل يا باقيه وكل شئ زايل ...,Egypt,انا لو قولت مش قايل ياباقيه وكل شء زايل 
TRAIN_13659,بيض الله وجهك,Syria,بيض اله وجهك
TRAIN_13660,يا جماعه خلصوا الشهر بقى ارجوكم انا بنهار والله,Egypt,يا جماعه خلصوا الشهر بقي ارجوكم انا بنهار واله
TRAIN_13661,قلت لك حروووز يدير grand match,Algeria,قلت لك حروز يدير 
TRAIN_13662,اصلا دي الغاية من الحب وله م كده! URL  …,Sudan,اصلا دي الغايه من الحب وله م كده 
TRAIN_13663, USER  انزين سويوا انتو كاميرا خفيه فالحين تنتقدوا,Iraq, انزين سويوا انتو كاميرا خفيه فالحين تنتقدوا
TRAIN_13664,"""يذكرني بعامر الكبيسي نفس الجاكيته نفس البنطلون بصوت \""وحيد سيف\""  URL  …""",Iraq,يذكرني بعامر الكبيسي نفس الجاكيته نفس البنطلون بصوت وحيد سيف 
TRAIN_13665,كلو بتاع مصلحتووو #مقصودة,Lebanon,كلو بتاع مصلحتو مقصوده
TRAIN_13666,كمبينسكي بعين Mina M. Abdelmalek من الناس القليله اللي عندها كل يوم جديد ف شغلها  URL  …,Egypt,كمبينسكي بعين من الناس القليله الي عندها كل يوم جديد ف شغلها 
TRAIN_13667,عينك من خوي يا بو الحاسي,Libya,عينك من خوي يابو الحاسي
TRAIN_13668,كل سنة وانت طيب ي حيموو.. وعمر سعيد مديد عليك ان شاء الله وربنا يرزقك بالذرية الصالحة,Egypt,كل سنه وانت طيب ي حيمو وعمر سعيد مديد عليك ان شاء اله وربنا يرزقك بالذريه الصالحه
TRAIN_13669,رغم كل البؤس الي عايشو بالكلية بس الي 4 سنين بحمد ربّي انو ما زاد مجموعي 0.1 وإلا كان تضاعف البؤس عشرات المرات,Syria,رغم كل البءس الي عايشو بالكليه بس الي سنين بحمد ربي انو ما زاد مجموعي والا كان تضاعف البءس عشرات المرات
TRAIN_13670,رجل سقى كلب دخل الجنِه، تبغون ماي عصير شي ؟,United_Arab_Emirates,رجل سقي كلب دخل الجنه تبغون ماي عصير شي 
TRAIN_13671,هيحصل يا قمر,Egypt,هيحصل ياقمر
TRAIN_13672,يعني شنو عابره الويندو وشصار هسه,Iraq,يعني شنو عابره الويندو وشصار هسه
TRAIN_13673,هات فولو مع تم اردها بثواني,Saudi_Arabia,هات فولو مع تم اردها بثواني
TRAIN_13674, USER   USER  شكراً بس ابي الاسود من الحين اقولك وابي بعد ١٢٨ قيقا,Saudi_Arabia, شكرا بس ابي الاسود من الحين اقولك وابي بعد  قيقا
TRAIN_13675,تخيل تخرج نقمة تلقى روحك مزوج براجل ههههههههه URL ,Algeria,تخيل تخرج نقمه تلقي روحك مزوج براجل ه 
TRAIN_13676,انا عاوز موز يا منه,Egypt,انا عاوز موز يامنه
TRAIN_13677,طلعوا المعيوف ياحوش,Saudi_Arabia,طلعوا المعيوف ياحوش
TRAIN_13678,"""عبدالمجيد يوم قال: ياعديم الشوق بعدي فيك م اثر\"" مايدري ان الشوق خذا من العمر نصه بس نكابر.""",Saudi_Arabia,عبدالمجيد يوم قال ياعديم الشوق بعدي فيك م اثر مايدري ان الشوق خذا من العمر نصه بس نكابر
TRAIN_13679,الحمدلله حد نفسي,Oman,الحمدله حد نفسي
TRAIN_13680,الشيت ني عاطيك عمر اقل مني وين اكسير الحياة,Libya,الشيت ني عاطيك عمر اقل مني وين اكسير الحياه
TRAIN_13681,والله الي فكر وجاب الباص وسووا جسر ذكي العراقيين ما ينغلبون,Iraq,واله الي فكر وجاب الباص وسوا جسر ذكي العراقين ما ينغلبون
TRAIN_13682,الله يبارك فيك ويخليك,Oman,اله يبارك فيك ويخليك
TRAIN_13683,كواد خَر مرضعك موت كرفك كرف ابوك,Syria,كواد خر مرضعك موت كرفك كرف ابوك
TRAIN_13684,مبرووووك ويتربى بعزك يا بطل,Oman,مبروك ويتربي بعزك يابطل
TRAIN_13685, USER  معقول كل هذا زحااام,Algeria, معقول كل هذا زحام
TRAIN_13686,أنا وإن قالوا تحبينه؟ أقول شوي! أخاف إنك بعين اللي سأل تحلى.,Saudi_Arabia,انا وان قالوا تحبينه اقول شوي اخاف انك بعين الي سال تحلي
TRAIN_13687,ههههههههههاااي هيه والله صدق ياهي سالفه,Oman,هاي هيه واله صدق ياهي سالفه
TRAIN_13688,ابدأ بعمل شيء لطيف للناس ... و الخير راح ينتشر  URL  …,Algeria,ابدا بعمل شيء لطيف لناس والخير راح ينتشر 
TRAIN_13689,يابه .. — ها يابة  URL  …,Iraq,يابه ها يابه 
TRAIN_13690,:D رآنــي بعتلــك مرسول؟ْ و واجبيني يا عاآصيمة <3  URL ,Algeria, راني بعتلك مرسول وواجبيني ياعاصيمه 
TRAIN_13691,نفسي اشوف تيشرت ليفربول,Egypt,نفسي اشوف تيشرت ليفربول
TRAIN_13692,هدّي أعضاءك يا مغفلق انت لسة شفت حاجة؟,Egypt,هدي اعضاءك يامغفلق انت لسه شفت حاجه
TRAIN_13693,"""\""  USER : المخادع ،. قد يقع في شر اعماله لايطوفكم  URL  \""""",Saudi_Arabia, المخادع قد يقع في شر اعماله لايطوفكم 
TRAIN_13694,هلا بيك انسناك,Libya,هلا بيك انسناك
TRAIN_13695,لايحب يحكم لا يخليهم يحكمو!,Tunisia,لايحب يحكم لا يخليهم يحكمو
TRAIN_13696,انا عندي خطة بس اعطيني,Egypt,انا عندي خطه بس اعطيني
TRAIN_13697,عايزكوا تعرفوا قيمتكوا عندنا بس اقسم بالله,Egypt,عايزكوا تعرفوا قيمتكوا عندنا بس اقسم باله
TRAIN_13698,ما ادور هو طلع كدامي,Iraq,ما ادور هو طلع كدامي
TRAIN_13699,اليوم لأول مرة بس.. لأني مكررربة و مرشحة... و عيني ماعم توقف URL  …,Syria,اليوم لاول مره بس لاني مكربه ومرشحه وعيني ماعم توقف 
TRAIN_13700,""".. \"")) - محتـاجين حيـاتنـإآ تبقـي زي هـدوء الشـوآرع بعـد منتـصف آلليـل.. \"")) \""""",Egypt, محتاجين حياتنا تبقي زي هدوء الشوارع بعد منتصف اليل 
TRAIN_13701,التراك اللي كان في آخر حلقة ريك آند مورتي إسمه For the damaged coda - Blonde Redhead,Egypt,التراك الي كان في اخر حلقه ريك اند مورتي اسمه 
TRAIN_13702,حبيبتي ماعندج سالفه عوره؟,Kuwait,حبيبتي ماعندج سالفه عوره
TRAIN_13703,لما النائب يكون بالفعل مخرج من مدرسة بيار الجميل المؤسس...لما يكون طالع من صفوف المقاومة الطلابية والشبابية...لما يكون بأعمالو وقلبو كتائبي قبل ما يكون ببطاقتو وزرو...ساعتها بكون قد ١٠٠ نائب وأكثر وساعتها الإنتصارات للقضية اللبنانية بتكون مضموني!  USER  URL  …,Lebanon,لما الناءب يكون بالفعل مخرج من مدرسه بيار الجميل المءسلما يكون طالع من صفوف المقاومه الطلابيه والشبابيهلما يكون باعمالو وقلبو كتاءبي قبل ما يكون بطاقتو وزروساعتها بكون قد  ناءب واكثر وساعتها الانتصارات لقضيه البنانيه بتكون مضموني 
TRAIN_13704,وين الله وتطيح ع وجهك  URL ,Iraq,وين اله وتطيح ع وجهك 
TRAIN_13705,عفيه من هسه نتفق ع كروبات,Iraq,عفيه من هسه نتفق ع كروبات
TRAIN_13706,ناقص تجيب سماعه تقف عليها,Egypt,ناقص تجيب سماعه تقف عليها
TRAIN_13707,مهما البيبسي غلي عمري ما عشب سينا كولا xD,Egypt,مهما البيبسي غلي عمري ما عشب سينا كولا 
TRAIN_13708,يا خو سون سمير... الجيش في بالك اذا حاب يزور يبعث جندي بالزي الرسمي ههههه مرحبا,Algeria,يا خو سون سمير الجيش في بالك اذا حاب يزور يبعث جندي بالزي الرسمي ه مرحبا
TRAIN_13709,كيفْ واحد يبعثلك logo في ملف .doc :3 هـــا موت أراحي  URL ,Tunisia,كيف واحد يبعثلك في ملف ها موت اراحي 
TRAIN_13710, USER  قوله ع حاجه,Lebanon, قوله ع حاجه
TRAIN_13711,استغفرالله ضاريين حنا نغرق من الأمطار ولا هدوء ما قبل العاصفة؟,Oman,استغفراله ضارين حنا نغرق من الامطار ولا هدوء ما قبل العاصفه
TRAIN_13712,حلوين فشخ والله.  URL ,Egypt,حلوين فشخ واله 
TRAIN_13713,ماكو قانون بالعراق وان وجد فيطبق ع الفقير,Iraq,ماكو قانون بالعراق وان وجد فيطبق ع الفقير
TRAIN_13714,ما ننساوش الخير,Algeria,ما نساوش الخير
TRAIN_13715, USER  ي ليتهم م بعدك,Syria, ي ليتهم م بعدك
TRAIN_13716,فيليبي لويس احسن باك شمال ف العالم,Tunisia,فيليبي لويس احسن باك شمال ف العالم
TRAIN_13717,أتفق معك وقعت في الفخ مرتين ولن اعود ماحييت لهم، من تركيب اطارات الى تغيير رودات وربل اكسلات وميزانية ، وبدل ما ادفع 200 ريال اطلع 350 ريال المشكله انهم يقولولك حياتك في خطر مع هذا الوضع لسيارتك ما انصح بالتعامل لمثل هذه المحلات,Oman,اتفق معك وقعت في الفخ مرتين ولن اعود ماحيت لهم من تركيب اطارات الي تغير رودات وربل اكسلات وميزانيه وبدل ما ادفع ريال اطلع ريال المشكله انهم يقولولك حياتك في خطر مع هذا الوضع لسيارتك ما انصح بالتعامل لمثل هذه المحلات
TRAIN_13718,شارف ليس له علاقة بالكرة وين يروح يبهدلنل URL  …,Algeria,شارف ليس له علاقه بالكره وين يروح يبهدلنل 
TRAIN_13719,سوي ملازم ونزلي بيعيهن استفادي بالعطله,Iraq,سوي ملازم ونزلي بيعيهن استفادي بالعطله
TRAIN_13720,واعيه ماعنديش خلوق ندوي حرف مع حد و عندي نيه في عركه,Libya,واعيه ماعنديش خلوق ندوي حرف مع حد وعندي نيه في عركه
TRAIN_13721,عيد ميلاده و اني ماعندي خبر،,Djibouti,عيد ميلاده واني ماعندي خبر
TRAIN_13722,تو حسيت ف خواني يوم يتصلوا و ما ارد و يعصبوا,Oman,تو حسيت ف خواني يوم يتصلوا وما ارد ويعصبوا
TRAIN_13723,اخير شبك الاون لاين جراند,Kuwait,اخير شبك الاون لاين جراند
TRAIN_13724,انا واحد ابويا رباني عالاصول وللاسف والله ما بعرف اخرج عنها عشان ارضي حد.,Syria,انا واحد ابويا رباني عالاصول ولاسف واله ما بعرف اخرج عنها عشان ارضي حد
TRAIN_13725,حد يلعب بوجي,Syria,حد يلعب بوجي
TRAIN_13726,مش لينا الكويز ل قروب اغبياء يا ضنايا,Libya,مش لينا الكويز ل قروب اغبياء ياضنايا
TRAIN_13727,شصاير من الصبح يمعوده,Iraq,شصاير من الصبح يمعوده
TRAIN_13728,يخدمو بالناس و بعد يخسرو خليهم سامحني، عيب. #إعلام_متخلف,Tunisia,يخدمو بالناس وبعد يخسرو خليهم سامحني عيب اعلام متخلف
TRAIN_13729,يعني ايه ٣ اسابيع بس!! URL  …,Egypt,يعني ايه  اسابيع بس 
TRAIN_13730,علي نفسه ممتاز علي نفسه,United_Arab_Emirates,علي نفسه متاز علي نفسه
TRAIN_13731,يوجعني الهوة من اتنفسة بفركاك لان وياك عندي بكل نفس ذكرى #KZD URL ,Algeria,يوجعني الهوه من اتنفسه بفركاك لان وياك عندي بكل نفس ذكري 
TRAIN_13732, USER  ماله شغل آخر دقيقة ولا اول دقيقه المهم الركنية كانت ممكن تغير النتيجة، تكاتف جونز تحتجون عليه وفاران واربيلوا ملاك ما عليهم شي!,Kuwait, ماله شغل اخر دقيقه ولا اول دقيقه المهم الركنيه كانت مكن تغير النتيجه تكاتف جونز تحتجون عليه وفاران واربيلوا ملاك ما عليهم شي
TRAIN_13733,عليك الله وريهم يا ماما اميره URL  …,Tunisia,عليك اله وريهم ياماما اميره 
TRAIN_13734,يا عيب الشوم بس هههههههه,Palestine,يا عيب الشوم بس ه
TRAIN_13735,ادري ادگ ع الثريا لعد,Iraq,ادري ادك ع الثريا لعد
TRAIN_13736,طب خدو الجديدة دي الــبربــور بقــي اسمــه Jelly nose,Egypt,طب خدو الجديده دي البربور بقي اسمه 
TRAIN_13737,عمل فيه مقلب طير قلبه  URL ,Oman,عمل فيه مقلب طير قلبه 
TRAIN_13738,لا قصدك 10 سنين,Egypt,لا قصدك سنين
TRAIN_13739,وش انشر مافهمت,Saudi_Arabia,وش انشر مافهمت
TRAIN_13740,غير اسمك بقي,Egypt,غير اسمك بقي
TRAIN_13741,وانت بخير ي ديقاو ياخ ⁦⁦,Yemen,وانت بخير ي ديقاو ياخ 
TRAIN_13742,الله يكتبلي شوفتـك و تحلى بعيني الدنيـا.,Morocco,اله يكتبلي شوفتك وتحلي بعيني الدنيا
TRAIN_13743,حتى كراتين البيض بتصعد للفضاء (صحن طائر ),Algeria,حتي كراتين البيض بتصعد لفضاء صحن طاءر 
TRAIN_13744,ابيعه مابيعهوش ليه URL  …,Morocco,ابيعه مابيعهوش ليه 
TRAIN_13745,ما بعرفك بس شكلك قطِاعة,Jordan,ما بعرفك بس شكلك قطاعه
TRAIN_13746,يا كلبة كان يحكي على برنامج السكن ولا غير تحبي تشعلي برك انتي الله يشعلها في راسك انتي وهذاك كبير الوذنين تفوووووو عليكم,Algeria,يا كلبه كان يحكي علي برنامج السكن ولا غير تحبي تشعلي برك انتي اله يشعلها في راسك انتي وهذاك كبير الوذنين تفو عليكم
TRAIN_13747,اي جمااااالها و كنت بدي اشوف هي كبرانه ربي يحميها يارب,Djibouti,اي جمالها وكنت بدي اشوف هي كبرانه ربي يحميها يارب
TRAIN_13748,عاد حبيش حبيش ؟!!!,Yemen,عاد حبيش حبيش 
TRAIN_13749,القمر اللي كاتب الكومنت,Egypt,القمر الي كاتب الكومنت
TRAIN_13750,دكتوره عاليه .... اتذكر كانت عليك قضية اعتقد وصف للتفاحة وكان موضوع في قناة الجزيرة ... كان زمان ( ع رأي ام كلثوم ) كوني بخير سيدتي,Iraq,دكتوره عاليه اتذكر كانت عليك قضيه اعتقد وصف لتفاحه وكان موضوع في قناه الجزيره كان زمان ع راي ام كلثوم كوني بخير سيدتي
TRAIN_13751,انا باكره الكنافة بس دي حلوة فعلا  URL  …,Egypt,انا باكره الكنافه بس دي حلوه فعلا 
TRAIN_13752,كانو لاهي يسلمو الحكم للمدنيين وواحد منهم هوما يبايع القذافي والثاني يشيخ علي الحمّالة في الميناء.. أوتوف URL  …,Mauritania,كانو لاهي يسلمو الحكم لمدنين واحد منهم هوما يبايع القذافي والثاني يشيخ علي الحماله في الميناء اوتوف 
TRAIN_13753,اه اكره الجامعه,Syria,اه اكره الجامعه
TRAIN_13754,لف ودوران. زيد لف مازال فيه لفة. هات ماعندك,Algeria,لف ودوران زيد لف مازال فيه لفه هات ماعندك
TRAIN_13755,يا عم حاضر .. يا عم حاضر انت بتكرر الكلام ليه ؟؟  URL  …,Syria,يا عم حاضر ياعم حاضر انت بتكر الكلام ليه 
TRAIN_13756,ينيلها دشيك إيااام,Egypt,ينيلها دشيك ايام
TRAIN_13757,غاوي الغُنا ومليش غِني عن ان اغنيلك انا ',Egypt,غاوي الغنا ومليش غني عن ان اغنيلك انا 
TRAIN_13758,عشان مؤهلتو وموزونتو,Saudi_Arabia,عشان مءهلتو وموزونتو
TRAIN_13759,ان شاء الله هانت مابقة شي #تظاهرات_العلوم,Iraq,ان شاء اله هانت مابقه شي تظاهرات العلوم
TRAIN_13760,ساميه مدري سميحه معرفش انقليزي Samihah,Iraq,ساميه مدري سميحه معرفش انقليزي 
TRAIN_13761,بعد أخد و رد و تكذيب و تعتيم الطيارة طلعت فيها قنبلة #روسيا #الطائرة_الروسية #مصر #داعش #شرم_الشيخ URL ,Algeria,بعد اخد ورد وتكذيب وتعتيم الطياره طلعت فيها قنبله روسيا الطاءره الروسيه مصر داعش شرم الشيخ 
TRAIN_13762,انا مش من الفانز بتوعه بس الاغنية حاجه جامده كده و كلها قصف جبهة #محمد_رمضان,Egypt,انا مش من الفانز بتوعه بس الاغنيه حاجه جامده كده وكلها قصف جبهه محمد رمضان
TRAIN_13763,تعودي من الشيطان واقري قرآن بس,Libya,تعودي من الشيطان واقري قران بس
TRAIN_13764,مش عواطف الصبح بكل هذينا,Tunisia,مش عواطف الصبح بكل هذينا
TRAIN_13765,ديسمبر مايجيب الا كل الخير والدليل  USER ,Kuwait,ديسمبر مايجيب الا كل الخير والدليل 
TRAIN_13766,ليش يمة!شالقصة,Iraq,ليش يمهشالقصه
TRAIN_13767,#السعودية_كوريا_الشمالية الشوط الثاني المفروض يحيى الشهري بدل سالم وفهد المولد بدل البلنتاوي,Saudi_Arabia,السعوديه كوريا الشماليه الشوط الثاني المفروض يحيي الشهري بدل سالم وفهد المولد بدل البلنتاوي
TRAIN_13768,هلا عنجد اية بتغني؟,Syria,هلا عنجد ايه بتغني
TRAIN_13769,لا لا قدام جهزي بس,Saudi_Arabia,لا لا قدام جهزي بس
TRAIN_13770,عليك اللعنة يا حقير يا خفتري يا كلب,Morocco,عليك العنه ياحقير ياخفتري ياكلب
TRAIN_13771,اى القفله الى زي الزفت ع الصبح دى,Egypt,اي القفله الي زي الزفت ع الصبح دي
