#1_tweetid	#2_tweet	#3_country_label	#4_province_label
TRAIN_11310	ونعنبو الفلوس الي خلات راجل يتذل  URL 	Tunisia	tn_Sfax
TRAIN_11311	وبحبك يا لبنان يا وطني	Lebanon	lb_Akkar
TRAIN_11312	لا فاهم التحريات غلط ذي حقيقه	Palestine	ps_Gaza-Strip
TRAIN_11313	والله جايبها عدل عاد هوه	Iraq	iq_Al-Muthannia
TRAIN_11314	سمعنا لحد هلق مريضه اهتمام و نفسي اقوله و كتير عليه...... شكرااا  USER  بنفتخر بفان متلك و يحط اغاني #اليسا بأولويات في الإذاعة راديو Hawa dz  USER   URL 	Djibouti	dj_Djibouti
TRAIN_11315	متسلقين منافقين زي بعض امعا الواقف زي الحربه حشا الحربه منهم لاشكال الساقطه	Libya	ly_Al-Jabal-al-Akhdar
TRAIN_11316	Listen to حرف جر - المغنى خانة maghna khan - harf gar  URL  … بيني وبينك كل قرش حشيش وحبة هلوسة	Egypt	eg_Beni-Suef
TRAIN_11317	ما انت مش الطريق ازاي	Syria	sy_Hama
TRAIN_11318	هدرة نشريو في السلم الإجتماعي بدات توصل للمؤخرة و بالطبيعة لومور هاذي ميحكيوش عليها جماعة الشاهد البطالة موش أولوية و المتقاعدين كيف كيف  URL  …	Tunisia	tn_Bizerte
TRAIN_11319	 USER  لا تتكبرين ترا أخرتج بتغنين فجلسات وناسه ~~	United_Arab_Emirates	ae_Abu-Dhabi
TRAIN_11320	كل الحديث نحنا منرحّب باللي عم يصير ونحنا معكن، وللأسف الواقع مختلف كلياً.... ارحموا هالوطن بقى	Lebanon	lb_Akkar
TRAIN_11321	وانا كمان وحشتني والله و بجد مش هزار	Lebanon	lb_South-Lebanon
TRAIN_11322	حجي عمر من تكون انت بمحل رب العالمين عود تعال تفلسف اما حاليا يفضل ان تنلصم احسن لك	Iraq	iq_Al-Muthannia
TRAIN_11323	 USER  ممكن اعرف وين يتوفر كتاب هذا URL 	Saudi_Arabia	sa_Makkah
TRAIN_11324	خطرها ضروري تدورلنا علي الي قتل الدلفين السنه الي فاتت يا حاج بيش نسلموه	Libya	ly_Darnah
TRAIN_11325	كلك ذوق واصل	Iraq	iq_Dihok
TRAIN_11326	كل ما تتزنق قول تاريخ	Egypt	eg_Aswan
TRAIN_11327	صح فطوك اخي حفيظ دراجي نشاء الله يتنحو ڨاع.	Algeria	dz_Biskra
TRAIN_11328	انا لساني طويل ده انا طيبه URL  …	Egypt	eg_North-Sinai
TRAIN_11329	هسه ماتلعبون بوبجي	Iraq	iq_Al-Anbar
TRAIN_11330	 USER  لا اله الا الله محمدا رسول الله .. صباح الفل باشا	Jordan	jo_Aqaba
TRAIN_11331	الجماعة م قصرو يلا زول يهديني السماعة بعد دا URL  …	Yemen	ye_Ibb
TRAIN_11332	علبالي حنين فاهمك ويسعدك ياارب شكرا	Algeria	dz_Biskra
TRAIN_11333	بيبقو شبه الكلاب البلدي	Egypt	eg_Minya
TRAIN_11334	الليل وحشه - حسين الجسمي	Qatar	qa_Ar-Rayyan
TRAIN_11335	ياااخ والله العظييم التويتر نوور يااخ	Yemen	ye_Ibb
TRAIN_11336	 USER   USER  لو ميت احد منا ما يكفينا راس اعلى قومك	Iraq	iq_Basra
TRAIN_11337	يا رب فرح للناس كلها وانتي الاول	Egypt	eg_Asyut
TRAIN_11338	راح تضبط لا تيأس	Oman	om_Al-Batnah
TRAIN_11339	لا يا باشا ... كان اساسي من اول الموسم	Egypt	eg_Port-Said
TRAIN_11340	 USER  زي لما اشوفك.	Saudi_Arabia	sa_Tabuk
TRAIN_11341	تعال شندي تختار بمزاااج	Sudan	sd_Khartoum
TRAIN_11342	خليها تبعت ال C. V بتاعها على رقم الفاكس أو الايميل URL 	Egypt	eg_Red-Sea
TRAIN_11343	العالم عشو عم تتنمر عهيك جمال انو شو ممكن يحكو؟	Syria	sy_Lattakia
TRAIN_11344	#النصر_بونيودكور بونيدكور طول تاريخه ما تعادل ولا فاز بالرياض لكن وضيع العاصمة فضحنا	Saudi_Arabia	sa_Tabuk
TRAIN_11345	اى خدمة يمريم انا موجودة	Egypt	eg_Suez
TRAIN_11346	مش هتفرحينا بقى ونشوفك ع ال TV	Egypt	eg_Minya
TRAIN_11347	تمام شورك و هدايه الله	Oman	om_Al-Batnah
TRAIN_11348	كلن يعني كلن	Iraq	iq_As-Sulaymaniyah
TRAIN_11349	مَبقِيتش باقيه على حد ولا عايزه حد يبقي عليا	Morocco	ma_Tanger-Tetouan
TRAIN_11350	درته اليوم، كرهته من كتر ناخد فيه	Libya	ly_Misrata
TRAIN_11351	ياليت كل الانديه تشيلسي مافيه غيرهم كوشتنا	Qatar	qa_Ar-Rayyan
TRAIN_11352	ما انت كنت زيه يا هنيدي في فيلم فول الصين العظيم  USER  URL  …	Egypt	eg_Faiyum
TRAIN_11353	ابا اسولف سوالف وجودية بس محد يسمعني	Oman	om_Muscat
TRAIN_11354	ما عدناش الزهر	Algeria	dz_Oran
TRAIN_11355	ﻣﻮﻫﻴﻨﻪ ﺑﺼﺮﺍﺣﻪ ﻧﻄﻮﻱ أﻋﺰ ﻛــــــﺘﺎﺏ.. ﻭﺍﻣﺴﺢ ﻛﻞ ﺣﺮﻭﻓﻲ ﻭﺍﺷﻄﺐ ﺣﺮﻭﻓﻚ.. ﻣﺸﻜﻠﺘﻚ ﺗﺤﺐ أﺗﻌﻴﺶ ﺣﺘـــﻪ أﺗﻌﻴﺶ.. ﺧﺎﻟﻲ ﻣﻦ...  URL 	Iraq	iq_Karbala
TRAIN_11356	حتى من حظي الزفت الصوره الي حفظتها عشان ارسمها ضاعت ياليل	Iraq	iq_Wasit
TRAIN_11357	بنعيش عمرنا ونحب مرة واحدة، وبقيت عمرنا نقعد نفتكر في الحب ده، دي كانت اخر مرة نتقابل..	Egypt	eg_Minya
TRAIN_11358	اغبطش ع روقانش هذه الأيام	Oman	om_Ad-Dakhiliyah
TRAIN_11359	انا حزينه علي الموبيل :(((((((	Egypt	eg_Suez
TRAIN_11360	مشكله اللي واثقين	United_Arab_Emirates	ae_Ras-Al-Khaymah
TRAIN_11361	وااابوي شكلي مصابة بالارق	Oman	om_Musandam
TRAIN_11362	"""لو أقولك ماتذقش نوم تتمنى فيك يوم بعد يوم في حد رضي بكده يحبك الحب دا و انت لا حاجه بانت عليك مين بقى اللى انا عنها حكيت ؟ انتي يا #اليسا  USER . Love u اكتشف أغنية Law Aoullak، \""اليسا\"" على #deezer URL """	Djibouti	dj_Djibouti
TRAIN_11363	يعني التنكيت ما وقته	Oman	om_Muscat
TRAIN_11364	نفسى احاول اتحكم فيها وبعدين الناس العصبيه احسن من الناس البارده بكتير URL  …	Egypt	eg_South-Sinai
TRAIN_11365	زعران اوباش وفالته، لك لعنة الله عليكم يا جهلة يا وسخين	Lebanon	lb_Akkar
TRAIN_11366	بموت جوايا وببكي على حالي	Libya	ly_Benghazi
TRAIN_11367	المشكلة تعاملهم بغيض كأن حد موصيهم وبالأخص القبول والتسجيل	Saudi_Arabia	sa_Najran
TRAIN_11368	اناكاتو عامله حفله بكرا بتاعت الفلانتين و شكلنا هندبس ونقعد للصبح	Egypt	eg_Aswan
TRAIN_11369	"""⠀⠀ #عندي_امل_اني ⠀ \"" أييييييياام وتعدي \"" لكُن الحزن هذا شكله مطول ؟"""	Kuwait	kw_Jahra
TRAIN_11370	+1 ما حد يوكله ويقولولي ما حلو  URL  …	Iraq	iq_Basra
TRAIN_11371	في مصر تهز علم فلسطين في الستاد تشد الحبس، حمدولة على نعمة الحرية	Tunisia	tn_Bizerte
TRAIN_11372	مساء الخير استاذ جو بدي قلك انو ٢٠% من سكان طرابلس ساكنين بالمتاحف #لاخر_نفس	Lebanon	lb_North-Lebanon
TRAIN_11373	طيبك أيامك يا العميد ..	Libya	ly_Darnah
TRAIN_11374	تفضل هاد طلبك بالضبط URL 	Syria	sy_Hims
TRAIN_11375	لسه بدري هههخ	Yemen	ye_Ibb
TRAIN_11376	صح ممكن ديري رتويت او لا قرار قرارك	Egypt	eg_Beheira
TRAIN_11377	انا روحت فين ي فرنسا	Egypt	eg_Minya
TRAIN_11378	اييييييه والله هذا افضل وقت تبث فيه	Algeria	dz_Biskra
TRAIN_11379	العاب تخبل جانت	Iraq	iq_Ninawa
TRAIN_11380	اني هم ما نشرت URL  …	Iraq	iq_Ninawa
TRAIN_11381	ربي لا ترحم حدا فيهم لا دنيا ولا اخره	United_Arab_Emirates	ae_Abu-Dhabi
TRAIN_11382	مع  USER  لا حياة لمن تنادي ... هواة في كل شئ لذا مكنتسناوش شي تغيير فهاد القناة URL  …	Morocco	ma_Souss-Massa-Draa
TRAIN_11383	لا تخربي بين الكستمرس عيل ما من صالحش	Oman	om_Al-Batnah
TRAIN_11384	معناها ما ينفع فالبايد ترقيع ههه باي	Libya	ly_Al-Butnan
TRAIN_11385	 USER   USER   USER  اني واحد بايع الدنيه ابﻻش وشتريت اصويحبي بأغله ثمن باب بيتي ماادكه بيوم عوز وباب الله شكثر دكيته بمحن	Iraq	iq_An-Najaf
TRAIN_11386	فانز اليله نايمين #اليسا_في_تونس	Djibouti	dj_Djibouti
TRAIN_11387	ي الي شغلتي بالي	Egypt	eg_Monufia
TRAIN_11388	دا مفيش حاجة ما بتتغيرش URL  …	Egypt	eg_Dakahlia
TRAIN_11389	يب مو حتي امس قلت لك	Egypt	eg_Kafr-el-Sheikh
TRAIN_11390	خلي التاريخ يسجلها البرسا يبقى الكبير	Iraq	iq_An-Najaf
TRAIN_11391	ذي طفله ذي بغله م شاء الله	Yemen	ye_Aden
TRAIN_11392	وانا كمان جدا URL  …	Syria	sy_Hama
TRAIN_11393	ياساااتر ليه كدا وايه تاني بيحصل	Egypt	eg_Monufia
TRAIN_11394	كابوس الامتحانات ال مش بيخلص ال هيخلص عليا قبل م يخلص	Egypt	eg_Gharbia
TRAIN_11395	هههههه علاه والله مايستاهل	Algeria	dz_Batna
TRAIN_11396	مارومً أنا اصد عنه وأثر المحبه ! بدون ملقى	United_Arab_Emirates	ae_Abu-Dhabi
TRAIN_11397	انا راسمك في خيالي من قبل ما اكون وياك ..  URL  …	Egypt	eg_Minya
TRAIN_11398	واضح ان ال E3 بتاعتهم احلي يسطا	Egypt	eg_Qena
TRAIN_11399	يابت اسكتى مش عرفت ان المديرة مكلفه وجايبه بلطو وطربوش من الاخر	Egypt	eg_Minya
TRAIN_11400	سبتوني كلكم وحدي ومشيتوا	Egypt	eg_Gharbia
TRAIN_11401	راح تموتوا بالعافية	Saudi_Arabia	sa_Al-Madinah
TRAIN_11402	 USER  افا عليك الغالي	Oman	om_Al-Batnah
TRAIN_11403	ماشفتيه الو شو طالع قديرة معو ابو كعب	Syria	sy_Lattakia
TRAIN_11404	صدمني الوضع !! ابي اعرف محتويات مخك	Saudi_Arabia	sa_Ar-Riyad
TRAIN_11405	هل زيتوت بيننا ! ياا مرحبا يا مرحبا.... كي تجي ما عليش تجيبنا حبات كخواسو معاك يعيشك.	Tunisia	tn_Mahdia
TRAIN_11406	فعلا الاهتمام مش بيطلببس هتعمل من بنها هعمل محافظ بنها	Egypt	eg_South-Sinai
TRAIN_11407	اني هممم التايم بي برود مو طبيعي	Iraq	iq_Baghdad
TRAIN_11408	رجع تلفون حطبة	Algeria	dz_Bouira
TRAIN_11409	حبيبي ليث رجعت عالميركاتو؟ مو كأنو زيدان طلب بيع بيل و خاميس و الإدارة ما قدرت تبيعهم؟ و ما بقي في محل للاعبين إضافيين بسكواد الفريق!	Syria	sy_Lattakia
TRAIN_11410	كان نفسي اتصور معاك يا عدولة	Egypt	eg_Suez
TRAIN_11411	مش هيرد عليك	Egypt	eg_Luxor
TRAIN_11412	ارجو التواصل معي البضاعه واصله تالفة امثر 50% خدمة سيئة جدا جدا نحن متعودون نتسوق من امريكا وتوصل البضاعه سليمة من شركات الشحن اما متجر تغليف رديي 99260075	Oman	om_Ad-Dakhiliyah
TRAIN_11413	ابداً ما القى زيك ف حياتي	Saudi_Arabia	sa_Asir
TRAIN_11414	يروحون فدوة اله جماعة الخضراء	Iraq	iq_Dihok
TRAIN_11415	آنه إﺩﻣﻮﻋـﻲ عگل ...... ﻣﻮ ﺳﻬﻠﻪ ﻣﻦ أطيح !!!  URL 	Iraq	iq_Karbala
TRAIN_11416	وربيييي الخير بوجهك	Saudi_Arabia	sa_Ha'il
TRAIN_11417	كنّا ومازلنا نؤمن ان الاسلام رحمه للعالمين انتي فقط هلاوسك ومرضك النفسي يصور لكي عكس ذلك الكلام ببلاش لكن الدليل عندك من بطنك	Iraq	iq_Wasit
TRAIN_11418	مباراة غريبة ما كانت مكتوبة لنا ببساطة ما اقدر ألوم كونتي على الخسارة.. فوق غياب موراتا وسيسك اصيب ويليان وسط المباراة + اهداف ارسنال الكوميدية... البطولة تبيهم هاردلك للجميع عمومًا	Saudi_Arabia	sa_Ar-Riyad
TRAIN_11419	ماكو سلاح منفلت يا مطي	Iraq	iq_Al-Anbar
TRAIN_11420	مش مقتنع بفكرة انك تغلط نفس الغلطة وتيجى تعتذر.. مش قاعد لأخطائك انا.	Egypt	eg_Faiyum
TRAIN_11421	عادي يمكن غيره او شي تأكدي انك الأفضل ومتفوقة عليهم عشان كذا حتى لو قريبين منك	Oman	om_Ad-Dhahirah
TRAIN_11422	بليدة الفازة، قلو موش فيلم animation, هذا rendu esquisse، etape en modelisation 3D avant le rendu final	Tunisia	tn_Bizerte
TRAIN_11423	ميصحش يتكلم سياسه المفروض علوم سياسيه	Iraq	iq_Karbala
TRAIN_11424	النوم احسن شي بالحياه ((:	Saudi_Arabia	sa_Ar-Riyad
TRAIN_11425	لازم يمدولي جائزة الأوسگار في حب الأشخاص الخطأ بالطريقة و الگمية الخطأ	Algeria	dz_El-Oued
TRAIN_11426	#اجمل_الناس_هو أنا الثقة يا جماعة الخير	Bahrain	bh_Capital
TRAIN_11427	 USER  بييييييل الله يعينش.	Oman	om_Muscat
TRAIN_11428	فكر انا في خووف	Oman	om_Muscat
TRAIN_11429	هقول للدكتور أنك عماله تكلميني ومش مخلياني اركز معاه  USER 	Egypt	eg_Monufia
TRAIN_11430	ماشاءالله الله يجعلها قرة عينك	Saudi_Arabia	sa_Makkah
TRAIN_11431	يا غبي اول ثلاث لعب كاسي وكروس سجلوا كل واحد هدف	Palestine	ps_Gaza-Strip
TRAIN_11432	متخفيش دنى عط عيني عليك	Saudi_Arabia	sa_Najran
TRAIN_11433	والله العظيم ناشبه لي كيف افهمها بطريقة إن مالي خلق	Saudi_Arabia	sa_Asir
TRAIN_11434	وش اسولف وانت ادرى في غلاك وانت الاول في عيونِي والأخير	Kuwait	kw_Jahra
TRAIN_11435	خمس ساعات اى كلام يراجل دا احنا بنستنى القطر اكتر من كدة	Egypt	eg_Kafr-el-Sheikh
TRAIN_11436	كارثة الله يستر من لي جاي مع فلفل تشوف العجب	Algeria	dz_El-Oued
TRAIN_11437	الأسمر داعي لمؤتمر صحافي بالإتحاد العمالي العام يعني مكان عام وعارف الميكرويات قدامو ووسائل الإعلام قدامو وما كان بمجلس خاص وقانون العقوبات واضح وكل أركان جريمتو واقعة بمحلها وبالجرم المشهود..لا خص حريات ولا من يحزنون..هو حكي كلام حقير بحق بطريرك عظيم صار بدنيا الحق ولازم يتعقاب	Lebanon	lb_Akkar
TRAIN_11438	حد يعرف كيف اجدد اشتراك بي اوت كيو	Oman	om_Musandam
TRAIN_11439	ههههههههههههههههههههههههه شفيها ذي بالعه مسجل الظاهر .. فصلت العيد	Bahrain	bh_Capital
TRAIN_11440	طب وانا لايق عليا ولا ايه  URL 	Syria	sy_Hama
TRAIN_11441	صحيح بس بالاردن بالستينات! لانه اقرب ع جهنم احنا من خط العرض. URL  …	Jordan	jo_Zarqa
TRAIN_11442	ياهو اليطلب مني رح ادعمة ما ارد أحد ولا اقصر	Iraq	iq_Baghdad
TRAIN_11443	الله يسلمك ويخليك استاذي شكرا لك	Oman	om_Ad-Dhahirah
TRAIN_11444	لا ابدا نحن بعصر كرمالا الامراض عم تكتر.. منقوم بايدنا منساهم بهالغلط	Syria	sy_Aleppo
TRAIN_11445	انا بكره ضميري لانه ذايد عن الحد بيحسبني علي كل حاجه حتي لو بسطيه وبجد انا مش شايف ان كده صح وعايز اغير الموضع ده بجد ؟	Egypt	eg_Aswan
TRAIN_11446	ارجعي لفكرك الوهااابي افضل ... شكلك قلبتي علماانية  USER 	Saudi_Arabia	sa_Makkah
TRAIN_11447	الكياتة اسمها هلوشة. الا اكل وكثير جداً جداً وانصحك عشان تاكلي كثير مثلي	Egypt	eg_Kafr-el-Sheikh
TRAIN_11448	والنعم فيك النعيمي العز والفخر واحد . المصير واحد.	Oman	om_Dhofar
TRAIN_11449	دناءة النفس وصلت عنا أقصى حد! URL  …	Qatar	qa_Ar-Rayyan
TRAIN_11450	بحاول انساكي دي عظيمة وفعلا رامي جمال ابدع ف كلماتها وألحانها	Egypt	eg_Luxor
TRAIN_11451	وفي خامسا... خازوق دق بأسفل العلمانية	Syria	sy_Aleppo
TRAIN_11452	شكون يعرف كيفاه نربح فلوس بالـ Photoshop ؟ — feeling angry	Tunisia	tn_Sfax
TRAIN_11453	صدى البلد: فص ملح وداب.. مجهول ينصب على الحكومة ويهدم 3 مدارس بقنا ويستولى على الحديد والخشب URL 	Egypt	eg_Qena
TRAIN_11454	احبك واليحب لازم يضحي ومايبالي . URL 	Iraq	iq_Al-Muthannia
TRAIN_11455	كل يوم كل يوم بخش اتأكد انه القاهره مش بنس اول رغبه  URL  …	Egypt	eg_Beni-Suef
TRAIN_11456	في عاالم بلشت شف ؟!!!! URL 	Syria	sy_Hims
TRAIN_11457	هو شبقى بالعمر اشو نفس الوجوه ونفس الفساد	Iraq	iq_An-Najaf
TRAIN_11458	"""هادو خلطو سيلسيون مع \""الماحيا \"" والحشيش ... و بزاف شي درايم كايقولو"""	Morocco	ma_Tanger-Tetouan
TRAIN_11459	 USER  سنة حلوة عليك يااطيب قلب ينعاد عليك وانشاء الله كل ايام فرح وسعادة يا رب وتحقق اللي ببالك  URL 	Algeria	dz_Oran
TRAIN_11460	الردود اغلبهم يأكدو انه صار حتى قبل في درنة	Egypt	eg_Kafr-el-Sheikh
TRAIN_11461	ضد من استاذ _ مو ملينا	Iraq	iq_Arbil
TRAIN_11462	الله يعينك عليه هههه	Algeria	dz_Khenchela
TRAIN_11463	أخلق معي حديثا لأني مش طايقه حدا غيرك.	Saudi_Arabia	sa_Ha'il
TRAIN_11464	لا ان شااء الله ربنا يصلح الحال ياااا رب	Syria	sy_Hama
TRAIN_11465	مش هيجي ريال  URL  …	Egypt	eg_Qena
TRAIN_11466	محدش عندة ضحكة سلف	Oman	om_Dhofar
TRAIN_11467	أنا علي إقتناع إلي بيحب مبيبعدش ولو بعد يبقا محبش.	Egypt	eg_Port-Said
TRAIN_11468	كلوب طمع في سجاده الفندق شكله	Egypt	eg_Alexandria
TRAIN_11469	كانك قارية علاش خايفة	Libya	ly_Tripoli
TRAIN_11470	ههههههههههههههههههههههههههههههههههههههههههههههههههه معقولة لحد الان ما يدرون	Iraq	iq_Kirkuk
TRAIN_11471	داومي وحدش شيه	Oman	om_Ad-Dakhiliyah
TRAIN_11472	اه فعلا اتعودنا للاسف	Egypt	eg_North-Sinai
TRAIN_11473	الله يسلمك ديما	Libya	ly_Al-Jabal-al-Akhdar
TRAIN_11474	أقسم بالله اخذت وقت الين تاكدت انه مو هو	Yemen	ye_Aden
TRAIN_11475	متخلف واضح انه ملقنينه الكلام	Bahrain	bh_Capital
TRAIN_11476	ولككم باااااك ثامر	Djibouti	dj_Djibouti
TRAIN_11477	بطاطس مرة واحدة ..بس خلى بال حضرتك البطاطس مش كل حاجة	Egypt	eg_Alexandria
TRAIN_11478	من قوة السعادة طار النوم ،	Saudi_Arabia	sa_Ar-Riyad
TRAIN_11479	#شاركنا_بحاجه_من_سنابك هم علموني بضحك السن حتى صرت مجـروح .... واستقصدو الصد والهجران واولها مزوحي URL 	Jordan	jo_Aqaba
TRAIN_11480	اوه ما ظنيت	Algeria	dz_Oran
TRAIN_11481	#بتروق_معي بس اقعد مع صديقة بتفهمني وبتعرف طبعي	Syria	sy_Lattakia
TRAIN_11482	كل سنه و انت طيبه يا قمر	Egypt	eg_Aswan
TRAIN_11483	وبعدين يلا قوم بووس لوجو الشركة و قولهم انا اسف	Egypt	eg_Beheira
TRAIN_11484	الموضوع ويرد فشخ بجد ، ربنا يستر	Egypt	eg_Beheira
TRAIN_11485	طعمه بفمي يالله اشتهيته	Saudi_Arabia	sa_Ash-Sharqiyah
TRAIN_11486	يجب التحقيق فى مسائل مستشفى الطوارء بالاسكندرية الان كدة عب ما ذنب الشعب فى اهدار 500الف ج	Syria	sy_Hama
TRAIN_11487	اي منيح احسلك بكتير ما تكون من #برج_الجدي لان شي معيب هاهاهاعهاهاهاهاهاها	Syria	sy_Lattakia
TRAIN_11488	كنت فأمان الله اتابع مسلسل وناسية حتى ان عندي دوام وجاني الهام فأخر لحظة اني افتح الواتس والحمدلله فتحته جاتني مداهمة باصيه صرت كذا: URL 	Saudi_Arabia	sa_Makkah
TRAIN_11489	وصلت لمرحله ان الي كان يقهرني اضحك منه مادري هوه باقي قهر والاا معاد يهمني!!؟.	Iraq	iq_Wasit
TRAIN_11490	واني بس شي واحد أذاني هو التافهين الديضحكون .. خطيه لأن مجبورين كل واحد ماخذله حمره لازم يحلل خبزته	Iraq	iq_Kirkuk
TRAIN_11491	هههههههههه شكله يفكر يدير زي 2011	Libya	ly_Misrata
TRAIN_11492	انا عاجي معاكو كده	Egypt	eg_Dakahlia
TRAIN_11493	مريم لازم ترجع صور بأسرع وقت  USER  ..	Oman	om_Ash-Sharqiyah
TRAIN_11494	8/8/2018 يوم مميز مافيش حاجة مميزاه	Lebanon	lb_South-Lebanon
TRAIN_11495	صحة الوجه هذه لو عندي راني وزير الصحة توا	Libya	ly_Tripoli
TRAIN_11496	ابننا وهو بيبص علي الزمالك وهو قادم ومش لقيه #وزير_السعاده_المصري URL 	Egypt	eg_Beheira
TRAIN_11497	"""صورة على شاكلة \""راني غافل\"".. كانت محاولة بائسة هههههه"""	Algeria	dz_Béchar
TRAIN_11498	الامتياز راح علي 0.01 ادادادادا	Egypt	eg_Beni-Suef
TRAIN_11499	ي رجال منت تسرح الا الساعه 9	Syria	sy_As-Suwayda
TRAIN_11500	الشحم طلع لمخك شكله	Morocco	ma_Marrakech-Tensift-Al-Haouz
TRAIN_11501	الله يحققلك كل احلامك	Iraq	iq_Babil
TRAIN_11502	لا هدفك سامي انتي مبتكدبيش	Egypt	eg_Minya
TRAIN_11503	جميلة هي الحياة عندما تعيش فيها بإحساس طيب بإحساس حنون ومتفاهم و رحيم وعطوف مع الناس اللي حولك♡	Morocco	ma_Marrakech-Tensift-Al-Haouz
TRAIN_11504	ما حد حكا عن هدنة	Palestine	ps_Gaza-Strip
TRAIN_11505	هذا غبي هي امريكا جابتهم للسلطة لا تنسى ١٩٩١	Iraq	iq_Babil
TRAIN_11506	اعتقد ان مفيش حد مفقتده اليومين دول ,, احساس الفقد مبقاش موجود عندي الحمد لله #صراحه	Egypt	eg_Beni-Suef
TRAIN_11507	أنا بشوف إنك تستعين بالقنوات الألمانية التي تبث بالمجان لمباريات اليورو	Algeria	dz_El-Oued
TRAIN_11508	بلا عجب غيروا والي #حلب  URL 	Iraq	iq_Kirkuk
TRAIN_11509	حلاوه الشرنوبى وصوت الشرنوبي يا جماعه لا وايه ديو مع احلي احساس ممكن تسمعه اصاله #مين_فينا #اصاله #محمد_الشرنوبي #اصاله_شرنوبي	Morocco	ma_Tanger-Tetouan
TRAIN_11510	أوف شو عامل؟ والله ما سمعنا بعد لنبحث عنها و نشوف	Kuwait	kw_Hawalli
TRAIN_11511	والله كنت هعملك منشن فيه بس عالفيس	Egypt	eg_Dakahlia
TRAIN_11512	شوفتك وهان كل القسي حزن اتنسي	Egypt	eg_Beheira
TRAIN_11513	اهلين حنان .مسا ك فل نورتي	Algeria	dz_Biskra
TRAIN_11514	بس احس ما عدل ابدا :(	Oman	om_Muscat
TRAIN_11515	عارف امتى تزعل على نفسك بجد ؟لما تلاقى مصحفك عليه تراب وانت بتخاف حد يلمس تليفونك	Egypt	eg_Red-Sea
TRAIN_11516	تراه يصلي ما يسوق طيارة يعني ماجبر احد وبعدين وين يهرب	Saudi_Arabia	sa_Jizan
TRAIN_11517	الحمدلله ماني بهلالي	Saudi_Arabia	sa_Najran
TRAIN_11518	اهاااا مانا اخاد الكلام كلة هزار	Egypt	eg_Ismailia
TRAIN_11519	ي زي الخجولين	Egypt	eg_Kafr-el-Sheikh
TRAIN_11520	و الله انت كدالك استادي	Algeria	dz_Béchar
TRAIN_11521	حسب السليطي (نجم اليوم بإمتياز) حجزو بلاوي زرڨة في عمليات التفتيش الي عملوه اليوم.. هانا نستناو	Tunisia	tn_Bizerte
TRAIN_11522	الان تنعم القاهره بالكهرباء والمحروقات ويحرم منها الصعيد الى عايش اصلا على الفتات يعاقب عنصريه عفنه #مصر	Egypt	eg_Alexandria
TRAIN_11523	ينعاد عليك يا شيخ عقبال العمر كلو  USER 	Lebanon	lb_North-Lebanon
TRAIN_11524	ما في ناس احسن من ناس... URL 	Jordan	jo_Zarqa
TRAIN_11525	الربيع دق الباب علينا ..   URL  	Tunisia	tn_Sfax
TRAIN_11526	جربهن بس توا تنصدم	Libya	ly_Al-Jabal-al-Akhdar
TRAIN_11527	الله يسمع منك تتغير نفسيتنا بعد الاختبار	Oman	om_Muscat
TRAIN_11528	مش هارد عليك	Lebanon	lb_South-Lebanon
TRAIN_11529	ان شاء الله جهزو قروشكم بس	Sudan	sd_Khartoum
TRAIN_11530	أنا حرفياً هموت من كتر الشوكولاتة	Lebanon	lb_South-Lebanon
TRAIN_11531	اوووف زمان ما بينت على تويتر	Jordan	jo_Zarqa
TRAIN_11532	ليك حق يابني والله حبه بهايم فعلا URL  …	Egypt	eg_Red-Sea
TRAIN_11533	الاعتذار مرة واتنين وعشرة بدون تصحيح الخطأ حقيقي ملوش لازمة الاعتذار بيبان في الفعل قبل القول ..	Egypt	eg_Minya
TRAIN_11534	انت قلبك مثل قلبي ولا صبه ؟ نعنبو ذا القلب وش عادك تبي به .	Kuwait	kw_Jahra
TRAIN_11535	هام جدا اعلن الڨايد صالح أن سوفه يعلن عن تحرير الأقصى و بالمناسبة سوف يقوم بتجنيد اجباري لكافة المتظاهرين بمنا انهم يريدون رفع الظلم......ههههه واحد ما يڨعدش مزيا عندنا حزب النور و جماعة بلحاج..هههه #حراك_29_مارس	Algeria	dz_Oran
TRAIN_11536	فضحونا يا الزوبا	Algeria	dz_Biskra
TRAIN_11537	"""مجرد ما يكون في الكلمة ط تعرف أن معها ضاد وليس ظاء وبصورة أسهل: \""لا يجتمع عَصَوان في كلمة واحدة\"" خليني اشوف واحد كاتب ظابط ولا ظغط"""	Oman	om_Muscat
TRAIN_11538	اتقل عشان تاخد خازوق نضيف	Egypt	eg_Port-Said
TRAIN_11539	وأخيرا ... يا زبي ...ملا بزازل !!! يا زبي يا زبي يا زبي... #ركن_يا_زبي	Tunisia	tn_Ariana
TRAIN_11540	 USER  دام كحيلان على الارض موجود كل الفرق لازم تحسب حسابه	Saudi_Arabia	sa_Tabuk
TRAIN_11541	لما اقول لامي عايز اجيب موبايل جديد URL 	Egypt	eg_Gharbia
TRAIN_11542	الماسنجر بيعمل ريبلاى عالمسدج ودى من اعظم انجازات الفيسبوك ٢٠١٩ بجد	Egypt	eg_North-Sinai
TRAIN_11543	لحاسين ارجل امريكا الله يسخطكم	Algeria	dz_Oran
TRAIN_11544	ولكن اشنو دخل الحسنية فالموضوع ياك التأهل ديالها حلال ولا انا غالط؟؟	Morocco	ma_Souss-Massa-Draa
